,count,minNt_r
115478,238,8500000000088b0000000000000900000000040000008709
114481,237,0004008c00110d008700000000920000000a000000890000
116168,237,000000000d0000000087000000008d0900008d8d8b000689
112790,237,00000b00070000000600850000058a000000
115846,237,07000000008800000a000000000000850688
115496,237,0004078d888c00000000840009060000040000000000000d
113793,237,0a008700008500008400008b000d00040000000000008c00
115406,236,8f8688000000000e0f880000000000000800000000000005
114467,236,000004008c06000000000f8b000000000800840000000700
116235,236,000005008800060000000508008d00000000000000000e85
115030,236,008a00000004840000000000040a008b0000
115547,234,0000008b8b85008408870000070000000000
113210,234,090000008f000504008d0000000000000f00000000890084
113866,233,8b0c00000e00000b00070b0000000000008f000000850000
116024,233,000d060b0000000000008f00000087000e87000000008a00
116749,233,0000000500000b8f008f0000000000840c0b000000880000
114546,233,000000008c0000890d000000000006080000000085080900
114449,233,000e008b91040085000000008f0000100000000b00000000
113315,233,008c87000089000000000007000000088e08000d00000000
115344,232,00000000008800000000060d8500000b00000b8f8f000000
115847,232,8e8a008d000000000d0007000000000900008400008a0000
114778,231,00000000008c00050000848a0000000b0000000000000c05
116578,231,0000040000000e000c00008b00000000000b8f8a00008500
116157,231,0704008b00000000880d000000000000000800008700008c
115454,231,0000008a880c0004000d0000000000008e0000008400000b
115463,231,000a00008400000500000000000008868b00
113317,230,000000850008008600000088000000840700
115719,230,080000050600088400000008008b00000000
115652,230,008b0000848905890000050000000000000b
114427,230,090000050000898b0000068a008600000000
115517,230,008489000000898500080000000000000004
115202,229,008d008b84890500860000008c0800000000000000000d00
114498,229,00008e000b120005008900000000000093000000000d0085
113012,229,000012000400000091008a00000e0000000085008c090000
112788,229,8800000f8b00000000000084000a00050000008a008f0000
113900,229,07008f070000000000008a000000860000000e0008000f00
115894,228,8400008800000a000e00000d8f0000000000890500000000
113152,228,0b0500000a09000000000084008a040000000000008f000f
113447,228,000a00000800008b0c000f04870000000000008d00000000
115963,227,000000050900050a00008600000000008900
115858,227,87008b0000000b0c000000008c000084008f000005000000
113933,227,000e0000868904000000000000008c8f8800080000000000
115725,227,008c000000000000000d0600000c0a000b00000000008a87
115623,226,8a000500000000000000878f8c08000008000000000d0000
115259,226,000f0c008b00000008000000048d00060000000000850000
113457,226,0a00000087008a86008a8b00000000000004
113462,225,00900000008a8d0900008700000000000f00000612000000
113174,225,09000009088c000000048500890000008c00000000000f00
115217,225,00008f8a8f000000000000850000098f00000c0007000000
113441,225,8500000000008f0800000a0b0f000000000000040000008b
113510,224,1300000000090000000005008b00008e00009300840d0000
114796,224,0000000b000505000a84000000000000008a
113856,223,000000008c00000d00000085000004880400050000000800
116754,223,0d00880088000a0000000005000000008f000000870c0000
113988,223,0000000009000000878a0000008c00008a8e0d0000000500
113958,223,8900000c00000084008d0000860000000b0a000000070000
115585,222,860000000008000700000000848a0000000b
115808,222,00008a0000000000008c000005000000860e000886000000
113963,222,8e06058d04000900000000000000870000008b000e000000
113511,221,008900000000050086000000000000098787
113204,221,0e0c00860000000800000500008f000000008b0000000006
112930,221,008c00008d87000b0005000000000d0000008a0000840000
115659,220,00000c00860d0000070c0000000000000b000000008f0089
115627,220,890000008d8500000000000400008a0f000d000000000008
115526,219,8400008a8400880600880000000000000a00
115384,219,0000008b898f00000b0000850e00000000000000058d0000
115511,219,09000000860800000005008c000089000000000000000c06
113385,219,840d00008700008f000008008f0000890000070000000000
116176,219,00000b8e0000008400000c00040a00000600000000000089
114089,219,09000000000000060004000e8c0000000500008b00000086
115360,218,8b000000000f08008700000000008c00000000000b000a06
115785,217,898c00000088000000000d0485000c0000000b0000000000
114849,217,00000a000000000000888400000004008985
115607,217,008d04000600000d04000000000000000b0000008b000086
114687,216,00000000840000008805008f000c000b0400
112842,216,0007008b000000000b008800860000000088
114149,216,00000a0f00878c0000000000008b8a000c00000000040000
113967,215,00000005000000080000000c8e8c870000000000008a0087
113384,215,00000a0087000000070800000a0000008900
115438,215,0000000000098b8500008a000400000d00000007008c0000
115569,215,8a000004040000000000000b890088870000
115408,215,008600890000000085090088000000000004
116728,214,860b000000000c00008800000000060d0400008d00000000
116778,214,00850000000a0000000f000000000000050a008e8a8d0000
115407,214,8b0f00000e0000008c000000060b00000000008700000008
113209,214,8e0000000506000000000086008b000000000d0d00000009
115266,214,05000000008f8788000000008e08858c0000000f00000000
113827,214,0089000006008a00008c008e00000e00860000000000000a
116761,214,060000890000000b000000000086000c00008c00898e0000
113255,213,0000898a0d0000000000000b8e00840087000000008a0700
113948,213,008600000000000806080008000500008800
114160,212,8e00008b00000087000000000d06000e00000b0007000000
114070,212,008d00000b0600898e0000880000000f0000000000840000
115312,212,000a000000000000078c000000008a840088000d00000007
113570,212,00900000000d0000130000078f0000000b86000000000088
115574,211,00000500000000008500878c000000000e88000000080d00
113973,211,8700008f000000000806050000000089000500000f000000
117011,211,0000000087008d0000000000000006008a8800000c00080f
114519,210,0b000e000000000009008a000000000004858e0b00000000
112863,210,00840700000b0b0006000000000000880000
115441,210,00008e0000000e0700000089000000000800008800878500
113907,209,0a000000040000860000008c00000000008b00000086840f
115337,209,08000000050900000000008b86000b008500
115661,209,050a000000098b0000000000000800860084
114506,209,850000001100000f000000890500000b9300000000008f00
115716,208,000000008d840000000b00000f008b8b0000008d04000000
114105,208,0b000a0700000900008500000c00000000000000008d8900
115543,208,8800000000078b0600000800000000000087
115638,208,0a060b0000050000008e0000000000000e8b0c0000860000
114428,208,008a8a00040000008e000a00008700008800000000000c00
116745,207,008584000089000000000a00008e00000007008a0000000d
114016,207,000f000000008a0000000000050000040b088c0b00000087
113407,207,8c8500000000000000000089000f00000009040000090005
113227,206,0b0000008400070905070000000000890000
115379,206,00870000878e000e000000000000000b00000000008e8905
112870,206,00000000008a00000085000c07000a008c008d0800000000
115686,206,00000000088e008a00000086000000000004860f00000c00
115450,206,0000000a008600850000040b000000008b00
113161,206,000000008b00000700008600000000090407
113367,205,0e86000d008b000b0b000000000000008c00040000000000
115227,205,0b000800008e00000e00870000000f0004008b0000000000
113406,204,86000d00840000000008000000008b00008f0000000c0006
115198,204,0b86008600000000848a0089000000050000
115437,204,8987000000000c000000000000000006008e00008f0b0800
114022,204,0c0f0000008a000006000000008c87000000090c00000000
116750,204,00070006008800000a0000000e89000000000000868c0000
115678,204,00008f000a0000000000840000000e0000000000058a000b
116128,203,0000008500000a00000000000e06008900000088008c8e00
116805,203,0900000000070008008700000e0000008b0c8c0000000000
115395,203,0000008f000000000a0e0000000e880000070000890f0086
115774,203,000000008c0000840000868b0900000000000000060f0089
115676,202,0000000e0086000000000008880089008c0000000c000004
116637,202,0f00000b000005000000000088868e870000
115561,201,000085008d008d0006008d008900000000000800000f0000
115448,201,0d0000000000000000000a008b00840000870000068f008b
115918,200,000008000087008e8e008a850000000c0000008c00000006
114092,200,0c0000080000000000008c0007008b000000000e00848400
114028,200,000b008d0000000c0c000084000000070000008400000088
113492,199,000084008b00008e000000000000000600000a00090f000b
113409,199,000e08000800000000000004008d00000000008900840085
113275,199,0084008800840000000000090400000e8a0000000000008e
114414,199,8e00008c0800888c000000000e0000000084040000000000
114060,199,0000898c008800040000000087000000000800000c000088
115357,199,0000000000098e000007008d0000890f8800008700000000
113983,199,8584080084000c0000000400008f000000000000008a0000
115433,198,00000007000900000000008d008600000a008a000e00000d
113929,198,00008f0000008b00000000008600000a0085060d0e000000
114510,198,06000000008a00000c0900000084000000008d0008000a00
115209,198,000000008c000000000086890a00000e00008b0500890000
113545,197,000090008800008500100e0000008c000000000007000b00
114706,197,00040000000000008a0c0000080087000000888e00008a00
114725,197,008600930e00000000080000000000118c00000088000600
116186,197,00000000000b00000000040000000e8984008d008b00008f
114720,197,058e00000000858f00080000000000000f000a008f008900
113850,197,0000000e000089000000000000008c8d0600840008840000
113878,197,8a00000000000a000084008d0e000d008600070000000000
114986,196,8800000000000a8500040000008400090000
116152,196,00008a8600008700860000090000000d0000000000008c06
114084,195,000006050b000000008a0000000000000f0000868e8c0000
113847,195,0900000000000e000d00070000000e860000008c008a0000
114209,195,0a0000000d008600000000000000008e000400000005888b
115600,195,8b8d8f00000000000f8600840700000000000b0000000000
115458,194,00000c000e08008f00000000000085000000060089008b00
115591,194,8600000a0000070a0086000000000000008b
115234,194,8500860000890008000000000c04000000008f0088000000
115510,193,890000000084000c000000000b8e88000000000000000500
114134,193,000a0a06000b8a0000000006008600000000
115378,193,00070000000c050a000a0000000000008f88000000008600
115276,193,06000000000000000000868f000e000f008b000088000b00
116560,192,0000840000008d00000000070000090f00008b00008b0400
116780,192,880589000000008500008f0008000000000087000000000e
114032,192,080000000000000000008700880004008a8d0f00000c0000
115331,192,0b0000000086008a00008c0b050000000000000000000f00
114033,192,000000000e000b00008d00000000008a00860000008a8a04
115743,191,87008c0000000000000e000000060000890000000b000b8c
115244,191,0089000000008e840000000084000f840000080000050000
114187,191,86080000008d000900050700000000000e00008800000000
115238,191,008b0089008700860d0800000000008f0000000000000700
113787,191,000000008800000000008700008d00048c0009000f000009
115387,191,000e000000000500008c008a090000008c008b870000008c
113821,190,00008b8e8c0000040000000000008785000d00000000000a
114027,190,00008f00000500000000008500000d0900000006008b0089
112919,190,000000008b0000000a00000700008e8700000f0000008585
115621,190,06070e0000000000090000840000000089000a000a8e0000
112938,190,0000008600000b00000400040088008b0700
116616,190,1100000d00000400008b0000000000900000088e85000000
115418,190,8400868a000089060000008a000009000000
113444,189,86008f00008400000000000d8c09000000040000008a0000
114466,189,0000870b0000000000008885000400000085
113668,189,008b00000000070000000508000086000b08
113501,188,00008f000a000000000000050c08000b0000000085000088
113831,188,0900050000068a0000008a07008400000000
115892,188,000b0000008f078c000d000000000000008b000000000085
113941,188,00000000000e008f008608000600000009078b0000000000
115683,188,000008000087090e0000000f00000000078f008a00000000
115819,188,0000000089008500008d0000048c00000000000000090b0c
113382,187,00008a00050000000000910000000f000a12000086008c00
115820,187,000000008a07000a0a000d000000000d008c000086000000
115684,187,8a00000089870007058e00000000000009000e0000000000
114013,187,00000000000400000088008584000009090b
115643,186,000086000b00000b88870000000000040000
116021,186,080085000000000009008a86000000000400
113553,186,000000850093000a050000008800108d0000000000000d00
115568,185,000000000600898400840000860d09000c00008d86000000
113576,185,000089000086000b0000008a000000008806
116583,185,040000008900000000008c87000000000f00060900000004
114188,185,0087000000860000000c09000b00058c0000880000000000
114561,184,070000080000850006000000040000008a00
114001,183,0088008f008b86000000008f0000000e0000000806000000
112977,183,00890600000000000f0000008d08000000090000008e8500
115618,183,0006000b0e00008b040000008f0a00000006000000000086
115692,183,8a87000000000000008708008e8e04000000000e00000000
115708,183,000000000b000007008a000500008f0000000e8700000c00
113781,182,008800008500008f000700000000000c0000000009868400
113855,182,000000898e000005000000000087090000000f000d850000
115269,182,00008c000000008400000b00060e000c0000870000008800
114851,182,850000000b00870004080000000000008900
113940,182,00000000008506008b008988000000080007
115653,182,0000068a000084008b880000000f000000008e0000000008
116199,181,8f008f0088000005000000000e8987000000000000000a00
112862,181,080000000f0000000006008e8700000000000e8a0c000000
115521,181,00000000840000000f8b00000b000700000a8c0000070000
